Problem;Best;Worst;Mean;Median;Std.;SR
F1;0.0;0.0;0.0;0.0;0.0;100.0
F2;0.031228457839461043;3.477552911714156;0.37307196354583233;0.09368537351656414;0.758614653013803;0.0
F3;1.9899181141865938;21.01776714506275;19.27776527740184;20.387215350062434;4.5697664133866756;0.0
F4;0.04196501353771964;0.32727290467141756;0.1673480926765857;0.15322188580012153;0.08229336308003013;0.0
F5;7.219065759010391;222.96298388995365;138.1946585677886;145.9122197647963;57.46370132670495;0.0
F6;0.07791265147147897;0.43418797997628644;0.21251016309373275;0.19525843029691714;0.09551554182472653;0.0
F7;0.03875049147518439;8.605429310558065;1.2569932049429553;0.48886942172839554;2.0352242034566164;0.0
F8;75.24099256264344;101.14858663645782;99.21298597330345;100.0;4.456253913314836;0.0
F9;100.0;419.69495274414203;226.06721147216754;105.42394767483438;146.19981533035812;0.0
F10;399.0741961687554;400.38569871277514;399.4501856081473;399.4170411471498;0.24639440497892193;0.0
