Problem;Best;Worst;Mean;Median;Std.;SR
F1;0.002240924759874474;6.648714294569487;1.3864231704275378;0.954269708816021;1.561116668856311;0.0
F2;5.247557825;170.186123;79.81202385503333;82.696899375;53.49413490442345;0.0
F3;21.30186852;25.41869607;22.96740334833333;22.90415797;1.0542162095051582;0.0
F4;0.816302798;1.940320809;1.3926040014666667;1.421021675;0.25221951336906157;0.0
F5;4143.646547;53676.34463;28433.843249533333;29616.00061;13005.727589959113;0.0
F6;0.052146773;15.21484816;6.162914255866665;6.417041063;3.8083613304820894;0.0
F7;241.1251235;4823.76837;2457.4122397566666;2595.826717;1356.9555924144745;0.0
F8;100.0;100.0;100.0;100.0;0.0;0.0
F9;290.4316406;410.9363104;351.99932714;350.6848948;30.57234806074707;0.0
F10;392.7079461;415.7434092;403.76412312666673;403.3741609;6.548444736931226;0.0
