No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
23;2449.8552495421236;349.8552495421236;0.0;0.0;0;10000000
21;2195.592631278387;95.59263127838722;0.0;0.0;0;10000000
20;2347.293648009743;247.2936480097428;0.0;0.0;0;10000000
16;2320.0499021891465;220.04990218914645;0.0;0.0;0;10000000
30;2469.8363549101;369.8363549101;0.0;0.0;0;10000000
26;2364.2379369615646;264.2379369615646;0.0;0.0;0;10000000
29;2357.984509582743;257.98450958274316;0.0;0.0;0;10000000
18;2175.6023361771054;75.60233617710537;0.0;0.0;0;10000000
19;2133.509437818116;33.50943781811611;0.0;0.0;0;10000000
24;2862.9779150923855;762.9779150923855;0.0;0.0;0;10000000
17;2432.87538734491;332.87538734491;0.0;0.0;0;10000000
28;2401.36434720125;301.36434720125;0.0;0.0;0;10000000
27;2257.283358181194;157.28335818119422;0.0;0.0;0;10000000
22;2441.218049784154;341.2180497841541;0.0;0.0;0;10000000
25;2296.245832389235;196.24583238923515;0.0;0.0;0;10000000
16;2320.0499021891465;220.04990218914645;0.0;0.0;0;10000000
17;2432.87538734491;332.87538734491;0.0;0.0;0;10000000
18;2175.6023361771054;75.60233617710537;0.0;0.0;0;10000000
19;2133.509437818116;33.50943781811611;0.0;0.0;0;10000000
20;2347.293648009743;247.2936480097428;0.0;0.0;0;10000000
21;2195.592631278387;95.59263127838722;0.0;0.0;0;10000000
22;2441.218049784154;341.2180497841541;0.0;0.0;0;10000000
23;2449.8552495421236;349.8552495421236;0.0;0.0;0;10000000
24;2862.9779150923855;762.9779150923855;0.0;0.0;0;10000000
25;2296.245832389235;196.24583238923515;0.0;0.0;0;10000000
26;2364.2379369615646;264.2379369615646;0.0;0.0;0;10000000
27;2257.283358181194;157.28335818119422;0.0;0.0;0;10000000
28;2401.36434720125;301.36434720125;0.0;0.0;0;10000000
29;2357.984509582743;257.98450958274316;0.0;0.0;0;10000000
30;2469.8363549101;369.8363549101;0.0;0.0;0;10000000
