Problem;Best;Worst;Mean;Median;Std.;SR
F1;0.0;0.0;0.0;0.0;0.0;100.0
F2;0.12491218398008641;51.12880326188406;10.026835205421776;7.035727915374991;11.769910950113644;0.0
F3;15.56697651303898;18.060590454640305;16.280234570031112;16.06022034569213;0.555123204214447;0.0
F4;0.0;0.0;0.0;0.0;0.0;100.0
F5;0.0;1.6194292404279622;0.9703372115350476;1.1510766029271053;0.47588210860615593;3.3333333333333335
F6;0.02372327668967955;0.6095249353654708;0.22324874592037153;0.20025403523754903;0.15050041275513446;0.0
F7;0.03595679599857249;0.7081429846457468;0.4913590659432733;0.4999999072315404;0.09245248422623079;0.0
F8;100.0;100.0;100.0;100.0;0.0;0.0
F9;100.0;100.0;100.0;100.0;0.0;0.0
F10;400.0;400.0;400.0;400.0;0.0;0.0
