Problem;Best;Worst;Mean;Median;Std.;SR
RC1 f;2.1561646690315683e-08;16.63248790739962;0.6652999951984475;4.0115139654517407e-08;3.2592885843360073;0.0
RC1 v;0.0;0.0;0.0;0.0;0.0;100.0
RC2 f;0.0;1.9275280496212872;0.08296761799003434;1.4007582649355754e-07;0.377144813934165;4.0
RC2 v;0.0;0.0;0.0;0.0;0.0;100.0
RC3 f;1561.885707676005;11693.911892836446;4687.976831846373;2597.9074081215067;3750.065725616637;0.0
RC3 v;1.8693039791971147;12.831265342962594;6.470662627091935;6.538391491932052;2.47731605080449;0.0
RC4 f;0.00021409729053212256;0.005325388559185795;0.0018809262524063252;0.0002783789186164287;0.001910651473089823;0.0
RC4 v;0.0;0.0;0.0;0.0;0.0;100.0
RC5 f;400.0056;271.3270422141481;401.2560374000682;400.0056;39.05069813956107;0.0
RC5 v;0.0;2.144642640009455;0.1499267202768166;0.0;0.4651719024560861;88.0
RC6 f;0.0009684197083388302;0.16841134074381992;0.08663331493197074;0.09419507352502676;0.03920830775784338;0.0
RC6 v;0.0;0.0;0.0;0.0;0.0;100.0
RC7 f;0.2918031601031903;0.5476501176593556;0.5174000143653688;0.5249136766900722;0.049118306106593186;0.0
RC7 v;0.0;0.0;0.0;0.0;0.0;100.0
RC8 f;0.0;0.0;0.0;0.0;0.0;100.0
RC8 v;0.0;0.0;0.0;0.0;0.0;100.0
RC9 f;0.3685447241190909;0.8284398286417849;0.8100440048219427;0.8284398071172281;0.09012066329398233;0.0
RC9 v;0.0;0.0;0.0;0.0;0.0;100.0
RC10 f;0.0;0.17345691669999996;0.06999342149086618;0.07579196356819695;0.0523002662230159;8.0
RC10 v;0.0;0.0;0.0;0.0;0.0;100.0
RC11 f;0.043384000800188005;0.7764062756379104;3.950715092167058;1.14065768370574;4.246545861380187;0.0
RC11 v;0.0;1.1433061122781227e-06;5.9887337344113e-08;0.0;2.3175121967888515e-07;92.0
RC12 f;6.795117134617001e-05;3.7106723266565775;0.8992826222237142;1.2816437671207352;0.9441962410688053;0.0
RC12 v;0.0;0.0;0.0;0.0;0.0;100.0
RC13 f;0.42228904188232264;332.5199846918513;57.190633930403564;46.77954889597095;70.10675570699328;0.0
RC13 v;0.0;0.0;0.0;0.0;0.0;100.0
RC14 f;8811.964688330438;54958.60483520709;23290.206908584678;22327.632429649333;11762.563519911335;0.0
RC14 v;0.0;0.0;0.0;0.0;0.0;100.0
RC15 f;2.2244963448220005;286.8120463588193;176.0787061591952;204.41995262173987;87.51129345919004;0.0
RC15 v;0.0;0.0;0.0;0.0;0.0;100.0
RC16 f;0.007086831532650835;0.09713946356129544;0.02572251638811673;0.021223264256183302;0.01809110071835656;0.0
RC16 v;0.0;0.0;0.0;0.0;0.0;100.0
RC17 f;7.1696787166068005e-06;0.004578699850435838;0.0026785606468283122;0.002938624723785548;0.0017656344751574027;0.0
RC17 v;0.0;0.0;0.0;0.0;0.0;100.0
RC18 f;174.3815614484356;304.06468447365023;194.72936879681322;183.47883397969235;28.661792504107567;0.0
RC18 v;0.0;0.0;0.0;0.0;0.0;100.0
RC19 f;8.745315565494849e-06;0.018000264853994752;0.002029251319511225;0.0010225098098093355;0.0035525002509749688;0.0
RC19 v;0.0;0.0;0.0;0.0;0.0;100.0
RC20 f;0.00020078029592696112;0.021967093337252663;0.0071094861662618315;0.004320194872036609;0.0064974291524042575;0.0
RC20 v;0.0;0.0;0.0;0.0;0.0;100.0
