Problem;Best;Worst;Mean;Median;Std.;SR
F1;0.0;0.0;0.0;0.0;0.0;100.0
F2;0.24982734620516567;133.99655100578912;41.8827854954419;20.667488161793244;44.936517394498495;0.0
F3;16.133470869405983;18.043325191732492;17.027926081761567;16.993122640605065;0.4841014020594565;0.0
F4;0.1775744904819021;0.2920985540908987;0.23450176047425278;0.2304820992377472;0.027328909070654186;0.0
F5;0.15611754583346737;16.971772607885214;2.3318801458357785;1.3071941487605727;3.9992995088424124;0.0
F6;0.17787066034838972;0.8412813905883922;0.5078274835161362;0.5206825320589132;0.18661328407550726;0.0
F7;0.413867325960382;0.9162859690668483;0.6234710326694313;0.7058305746024871;0.11869038314920657;0.0
F8;100.0;100.0;100.0;100.0;0.0;0.0
F9;384.7070190324753;390.8630434699917;388.832173479205;389.6914422828827;1.7160915593097728;0.0
F10;400.0;400.0;400.0;400.0;0.0;0.0
