No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
1;1703.4532298087809;3.4532298087808613;0;0;0;3000000
2;1701.1510766029269;1.151076602926878;0;0;0;3000000
3;1706.1258668505743;6.125866850574312;0;0;0;3000000
4;1701.3071941487606;1.3071941487605727;0;0;0;3000000
5;1701.1510766029269;1.151076602926878;0;0;0;3000000
6;1711.2567746440552;11.256774644055213;0;0;0;3000000
7;1701.619429240428;1.6194292404279622;0;0;0;3000000
8;1702.3021532058538;2.302153205853756;0;0;0;3000000
9;1704.448188865874;4.4481888658740445;0;0;0;3000000
10;1703.2971122629472;3.2971122629471665;0;0;0;3000000
11;1714.085509034968;14.085509034968027;0;0;0;3000000
12;1701.6194292404277;1.6194292404277348;0;0;0;3000000
13;1702.9848771712798;2.984877171279777;0;0;0;3000000
14;1707.1208259076675;7.120825907667495;0;0;0;3000000
15;1706.964708361834;6.9647083618340275;0;0;0;3000000
16;1821.7152054386713;121.71520543867132;0;0;0;3000000
17;1703.1410110586583;3.1410110586582505;0;0;0;3000000
18;1703.6093473546146;3.609347354614556;0;0;0;3000000
19;1706.2819843964078;6.281984396407779;0;0;0;3000000
20;1703.297112262947;3.297112262946939;0;0;0;3000000
21;1701.3071941487606;1.3071941487605727;0;0;0;3000000
22;1701.9899181141866;1.9899181141865938;0;0;0;3000000
23;1702.1460356600203;2.1460356600202886;0;0;0;3000000
24;1705.4431428851512;5.4431428851512464;0;0;0;3000000
25;1703.6093473546143;3.6093473546143287;0;0;0;3000000
26;1703.2971122629472;3.2971122629471665;0;0;0;3000000
27;1701.3071941487606;1.3071941487605727;0;0;0;3000000
28;1701.619429240428;1.6194292404279622;0;0;0;3000000
29;1702.14603566002;2.146035660020061;0;0;0;3000000
30;1711.9394935716623;11.939493571662297;0;0;0;3000000
