No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
1;2200.0;0;0.0;0.0;0;206463
2;2200.0;0;0.0;0.0;0;96821
3;2200.0;0;0.0;0.0;0;825720
4;2200.0;0;0.0;0.0;0;906996
5;2200.0;0;0.0;0.0;0;204504
6;2200.0;0;0.0;0.0;0;164639
7;2200.0;0;0.0;0.0;0;259092
8;2200.0;0;0.0;0.0;0;427920
9;2200.0;0;0.0;0.0;0;151002
10;2200.0;0;0.0;0.0;0;164726
11;2220.647;20.647;0.0;0.0;0;1e+06
12;2200.0;0;0.0;0.0;0;629989
13;2200.0;0;0.0;0.0;0;241037
14;2211.5631;11.5631;0.0;0.0;0;1e+06
15;2200.0;0;0.0;0.0;0;151456
16;2211.5631;11.5631;0.0;0.0;0;1e+06
17;2211.5631;11.5631;0.0;0.0;0;1e+06
18;2200.0;0;0.0;0.0;0;124699
19;2211.5631;11.5631;0.0;0.0;0;1e+06
20;2200.0;0;0.0;0.0;0;580815
21;2200.0;0;0.0;0.0;0;74740
22;2200.0;0;0.0;0.0;0;79595
23;2200.0;0;0.0;0.0;0;599843
24;2200.0;0;0.0;0.0;0;120254
25;2200.0;0;0.0;0.0;0;263304
26;2200.0;0;0.0;0.0;0;213865
27;2211.5631;11.5631;0.0;0.0;0;1e+06
28;2200.0;0;0.0;0.0;0;69405
29;2200.0;0;0.0;0.0;0;788708
30;2200.0;0;0.0;0.0;0;965544
