   4.4841740e+04   1.9482991e+05   1.0782829e+05   1.2834079e+05   1.0575685e+05   1.0838260e+05   1.6282397e+05   8.3535585e+04   1.3466937e+05   1.8173897e+05   9.2779520e+04   6.0738739e+04   2.5674322e+04   9.4992093e+04   1.1467824e+05   8.6271947e+04   1.4482599e+05   9.0853424e+04   1.5884720e+05   1.0258579e+05   8.1538428e+04   1.1661284e+05   1.5892379e+05   1.7665945e+05   6.8263849e+04   1.7348023e+05   5.4928310e+04   4.9820319e+04   5.5912769e+04   1.8024329e+05
   4.4841740e+04   1.9482991e+05   1.0782829e+05   1.2834079e+05   1.0575685e+05   1.0838260e+05   1.6282397e+05   8.3535585e+04   1.3466937e+05   1.8173897e+05   9.2779520e+04   6.0738739e+04   2.5674322e+04   9.4992093e+04   1.1467824e+05   8.6271947e+04   1.4482599e+05   9.0853424e+04   1.5884720e+05   1.0258579e+05   8.1538428e+04   1.1661284e+05   1.5892379e+05   1.7665945e+05   6.8263849e+04   1.7348023e+05   5.4928310e+04   4.9820319e+04   5.5912769e+04   1.8024329e+05
   4.4841740e+04   1.9482991e+05   1.0644455e+05   1.2834079e+05   2.5163389e+04   1.0838196e+05   4.4761990e+04   8.3535585e+04   1.3123987e+05   1.7968786e+05   9.2330163e+04   5.6788873e+04   1.6734129e+04   9.2516967e+04   1.1467824e+05   7.8354830e+04   1.4482599e+05   4.2739606e+04   6.6351928e+04   9.6561179e+04   8.1538428e+04   1.1661284e+05   1.5368962e+05   1.2795424e+05   3.1368283e+04   1.5747326e+05   5.4928310e+04   4.9820319e+04   5.5911168e+04   9.2375122e+04
   3.8941767e+04   1.3097672e+05   9.5500875e+04   8.3755793e+04   2.5163389e+04   5.4749685e+04   4.4761990e+04   7.6499683e+04   1.2614280e+05   1.1170784e+05   5.1923278e+04   5.6777483e+04   1.6723027e+04   9.1008208e+04   1.0549180e+05   5.0490881e+04   1.1897007e+05   2.4064666e+04   6.3348843e+04   2.7398205e+04   7.8276457e+04   1.1653270e+05   1.4079392e+05   1.2772576e+05   3.1368283e+04   5.8473345e+04   5.4904102e+04   3.9867460e+04   2.5721081e+04   7.9454278e+04
   3.6864012e+04   6.6261555e+04   6.4989706e+04   8.3753301e+04   2.3184694e+04   5.2825766e+04   3.8044849e+04   7.1848476e+04   1.1477009e+05   1.0958606e+05   5.1042246e+04   5.6775047e+04   1.6718871e+04   8.1678791e+04   8.5991908e+04   5.0487069e+04   1.0780696e+05   2.0720709e+04   6.0573658e+04   2.5922379e+03   7.1961120e+04   5.4104513e+04   2.9363035e+04   8.6777192e+04   2.9709754e+04   1.3619701e+04   5.2266823e+04   3.6389205e+04   2.4961764e+04   7.0211224e+04
   1.0752859e+04   2.3837424e+04   3.4642105e+04   1.5878597e+04   2.0965042e+04   3.9590949e+04   1.8352795e+04   4.0071392e+04   3.1069040e+04   1.5135578e+04   6.2120637e+03   1.7721924e+04   1.1577919e+04   4.4107818e+04   3.0105520e+04   1.6407419e+04   3.1929046e+04   2.0167498e+04   7.0204152e+03   2.4941859e+03   4.2758949e+04   9.8240749e+03   2.0754833e+04   1.4940654e+04   1.3761071e+04   5.1746184e+03   3.8901223e+04   2.3349542e+04   8.5303640e+03   2.6277050e+04
   5.1220664e+03   2.4149001e+03   2.7139426e+03   3.2506085e+03   2.1595095e+03   5.4209088e+03   3.6255535e+03   5.3525299e+03   1.9963677e+03   3.6592619e+03   4.1854278e+03   2.4989518e+03   1.0316407e+04   4.4069126e+03   5.1240616e+03   3.1172546e+03   2.0040280e+03   1.9869914e+03   3.8786233e+03   2.1598448e+03   9.8712487e+02   4.9478395e+03   4.3860038e+03   1.4627367e+03   3.1228115e+03   7.2968525e+02   7.2274982e+03   4.5841722e+03   1.2168037e+03   1.7363200e+03
   2.4485733e+02   7.2500854e+01   1.4882289e+02   1.2598087e+02   1.9532100e+02   4.0220568e+02   7.1258884e+01   1.2847524e+02   7.5625562e+01   5.0097302e+02   2.5343225e+02   3.3377341e+02   3.9311330e+02   3.9575447e+01   1.0965789e+02   2.0773766e+02   2.3962472e+02   5.7238571e+01   1.7455113e+02   2.4710008e+02   3.6980450e+01   1.2556192e+02   3.4863509e+02   8.6731233e+01   3.7460478e+02   1.7941400e+02   4.7285259e+02   2.3131547e+02   5.1699888e+01   2.1848026e+02
   1.9801772e+01   1.8319128e+01   1.9007643e+01   1.6937673e+01   1.9759276e+01   2.2504823e+01   1.9033765e+01   3.1113853e+01   2.0306060e+01   1.5658768e+01   1.9096844e+01   2.5716568e+01   2.1285665e+01   2.0910856e+01   2.4582503e+01   2.3288996e+01   1.4289367e+01   2.4840167e+01   1.8949141e+01   1.4160018e+01   1.7939354e+01   1.6911400e+01   2.0511886e+01   2.1789834e+01   1.9252875e+01   1.7238841e+01   1.9487255e+01   2.3768068e+01   1.7098776e+01   1.2545049e+01
   5.5493865e+00   5.0992755e+00   6.5004055e+00   2.3865360e+00   5.5506807e+00   5.2568078e+00   5.8416035e+00   7.3815638e+00   4.4631511e+00   6.2830377e+00   5.6401437e+00   4.6706184e+00   6.4186752e+00   4.4381759e+00   5.3793979e+00   6.4560683e-01   1.6352594e+00   4.9421356e+00   5.7857283e+00   6.5278197e+00   5.8476243e+00   6.8009877e+00   5.7294255e+00   5.9442376e+00   6.5265777e+00   6.5963543e+00   1.7761388e+00   5.8470121e+00   5.0799208e+00   7.1691499e+00
