   4.9502008e+03   5.0692270e+03   4.7780128e+03   4.5907673e+03   5.2070664e+03   4.8545424e+03   5.0209408e+03   4.7654962e+03   5.1339984e+03   4.5901002e+03   4.9361762e+03   4.5792654e+03   5.0966680e+03   4.7926329e+03   4.9482495e+03   4.0088331e+03   4.6155722e+03   4.7094860e+03   5.1803976e+03   5.0948946e+03   4.8471063e+03   5.3933982e+03   4.7266687e+03   5.3842091e+03   4.1919543e+03   4.9644378e+03   5.1075913e+03   5.1686654e+03   4.8360709e+03   4.9239980e+03
   4.9502008e+03   5.0692270e+03   4.7780128e+03   4.5907673e+03   5.2070664e+03   4.8545424e+03   5.0209408e+03   4.7654962e+03   5.1339984e+03   4.5901002e+03   4.9361762e+03   4.5792654e+03   5.0966680e+03   4.7926329e+03   4.9482495e+03   4.0088331e+03   4.6155722e+03   4.7094860e+03   5.1803976e+03   5.0948946e+03   4.8471063e+03   5.3933982e+03   4.7266687e+03   5.3842091e+03   4.1919543e+03   4.9644378e+03   5.1075913e+03   5.1686654e+03   4.8360709e+03   4.9239980e+03
   4.9502008e+03   5.0692270e+03   4.5119628e+03   4.5907673e+03   5.2070664e+03   4.8545424e+03   5.0209408e+03   4.7654962e+03   5.0210559e+03   4.3163333e+03   4.9126373e+03   4.5792654e+03   5.0157568e+03   4.7926329e+03   4.9482495e+03   4.0088331e+03   4.5259845e+03   4.7094860e+03   4.7317131e+03   5.0930178e+03   4.7835082e+03   5.3933982e+03   4.7266687e+03   5.1657769e+03   4.1919543e+03   4.9555933e+03   5.1075913e+03   4.8306997e+03   4.5265989e+03   4.6340567e+03
   4.8276000e+03   4.7549006e+03   4.4427082e+03   4.5358174e+03   4.8377971e+03   4.5634499e+03   4.3801385e+03   4.6215313e+03   4.3636132e+03   4.1320647e+03   4.4586141e+03   4.5792654e+03   4.5051305e+03   4.7649704e+03   4.6012297e+03   4.0088331e+03   4.5259845e+03   4.7094860e+03   4.5896383e+03   4.8658948e+03   4.7304139e+03   5.0142162e+03   4.7266687e+03   4.8115497e+03   3.7980440e+03   4.5089583e+03   4.6941066e+03   4.7384232e+03   4.3466833e+03   4.1009768e+03
   4.4296487e+03   4.6808344e+03   4.4427082e+03   4.2892274e+03   4.8377971e+03   4.4854396e+03   4.3497155e+03   4.6215313e+03   4.2954794e+03   4.1320647e+03   4.4586141e+03   4.5792654e+03   4.5051305e+03   4.6936958e+03   4.5769704e+03   3.9374495e+03   4.3869466e+03   4.3323640e+03   4.5552663e+03   4.7615510e+03   4.2004862e+03   4.6451909e+03   4.7266687e+03   4.6945987e+03   3.6406162e+03   4.3258418e+03   4.6151535e+03   4.7384232e+03   4.3431035e+03   4.1009768e+03
   4.2270325e+03   4.4309720e+03   4.1147601e+03   4.1698218e+03   4.3612147e+03   3.9055207e+03   4.1354062e+03   4.3218926e+03   3.7359439e+03   3.6800432e+03   4.3082067e+03   4.1362811e+03   3.0379934e+03   3.8929572e+03   3.9055816e+03   3.6292434e+03   3.8993891e+03   4.2920696e+03   4.2371481e+03   3.9366196e+03   3.3092963e+03   4.0944386e+03   3.7195257e+03   4.3786977e+03   3.4063547e+03   3.9753611e+03   3.7060018e+03   4.1682566e+03   3.9865169e+03   3.9340821e+03
   3.7423431e+03   3.4773208e+03   3.6405812e+03   3.3325398e+03   3.6948965e+03   3.5445948e+03   3.5233465e+03   3.5449299e+03   3.7359439e+03   3.2225704e+03   3.7235570e+03   3.8765443e+03   3.0379934e+03   3.6717027e+03   3.6106761e+03   3.4551848e+03   3.3944026e+03   3.7555396e+03   3.2756324e+03   3.7832572e+03   3.3074781e+03   3.7185193e+03   3.7195257e+03   3.6261872e+03   3.3250781e+03   3.4992314e+03   3.3087678e+03   3.3945055e+03   3.5433269e+03   3.6906579e+03
   2.9955795e+03   2.6176742e+03   3.0180940e+03   2.9462256e+03   3.2690522e+03   2.9404371e+03   3.0436320e+03   3.0839651e+03   3.1036050e+03   2.8343150e+03   3.0534441e+03   3.0226208e+03   2.7210634e+03   2.8754297e+03   3.0735317e+03   3.2621926e+03   2.6031092e+03   2.9045642e+03   3.0714196e+03   3.1065721e+03   2.6125521e+03   3.0289108e+03   2.9670779e+03   2.8248156e+03   3.1490915e+03   2.8419972e+03   2.9439429e+03   2.9629253e+03   2.7619278e+03   3.0628371e+03
   2.3091132e+03   2.0003453e+03   2.3151189e+03   2.1699615e+03   2.3304528e+03   2.0828308e+03   2.3501466e+03   2.1787001e+03   2.1331401e+03   2.2923307e+03   2.3115497e+03   2.1814268e+03   2.2759258e+03   2.2883616e+03   2.2657361e+03   2.4747823e+03   2.1564448e+03   2.1664034e+03   2.2595976e+03   2.3170741e+03   2.2181604e+03   2.5237144e+03   2.3296972e+03   2.1614071e+03   2.3801840e+03   2.3634126e+03   2.2698299e+03   2.2070764e+03   2.1326393e+03   2.4022749e+03
   1.4108864e+03   1.2449193e+03   1.5703047e+03   1.5482461e+03   1.2771846e+03   1.4449536e+03   1.4668683e+03   1.3419155e+03   1.2566922e+03   1.2424281e+03   1.5625431e+03   1.5688774e+03   1.5282928e+03   1.4197763e+03   1.2657532e+03   1.2881197e+03   1.7638110e+03   1.3657055e+03   1.5904981e+03   1.6119443e+03   1.5661594e+03   1.6668451e+03   1.4928707e+03   1.4951521e+03   1.6836954e+03   1.5168315e+03   1.6206917e+03   1.5316582e+03   1.4344448e+03   1.7555152e+03
