   4.9299959e+03   7.0818162e+02   7.6252872e+03   3.8014713e+03   1.3116747e+03   1.8581920e+04   6.6938652e+03   1.4165825e+04   1.3623485e+03   4.4289828e+03   5.0417767e+03   4.1918858e+03   1.0373870e+04   1.9654515e+04   1.4897813e+04   6.0109343e+03   2.0694205e+04   8.0933940e+03   7.1404815e+03   3.2328127e+03   2.3969153e+02   8.6713300e+03   1.2365828e+04   1.1832659e+03   2.0361477e+03   4.9765862e+03   1.0384821e+04   4.8030382e+03   2.6788915e+03   2.8889607e+03
   4.5781429e+03   7.0818162e+02   7.7450829e+02   3.8014713e+03   1.3116747e+03   1.3045756e+04   6.6934175e+03   2.5588287e+03   1.1682332e+03   4.4289828e+03   4.8846329e+03   2.3015007e+03   9.7447264e+03   3.2452679e+03   1.0427904e+04   6.0109343e+03   4.6002328e+03   6.9848433e+03   7.1404815e+03   2.1933009e+03   2.3969153e+02   5.3407115e+03   6.1575165e+03   7.0947999e+02   1.9244872e+03   4.9514160e+03   1.0384821e+04   4.7931038e+03   2.6783858e+03   2.5232219e+03
   1.8912075e+03   6.1493646e+02   7.7450829e+02   2.0547086e+03   1.1534650e+03   1.8220877e+03   3.7313959e+03   1.2014246e+03   1.1114089e+03   3.0366272e+03   4.2149955e+03   3.6953085e+02   4.0342858e+03   3.2452679e+03   1.0427904e+04   1.0448660e+03   4.5960208e+03   8.9194294e+02   8.4398837e+01   6.0932646e+02   2.3969153e+02   3.7031822e+03   3.3166695e+03   5.4974074e+02   6.2182184e+02   7.9289178e+02   5.0081028e+02   7.7950548e+02   2.6402858e+03   2.4551312e+03
   1.6123997e+02   5.1575787e+01   7.2213276e+02   8.2813927e+02   9.2669216e+02   1.8220877e+03   4.1261518e+02   2.5486328e+02   9.1002991e+02   3.0366272e+03   1.0687252e+03   3.6953085e+02   9.8861829e+02   7.6484427e+02   5.6698460e+02   9.5787127e+02   3.8887135e+02   3.6280126e+02   3.1151294e+01   5.8012443e+02   1.2280205e+02   2.8514562e+02   4.2104604e+02   5.4678878e+02   5.9698605e+02   4.9211098e+02   2.9212019e+02   7.7733366e+02   3.2880619e+02   7.6834928e+02
   5.8872398e+01   3.6768535e+01   1.5085626e+02   1.6869567e+02   7.5860029e+01   2.7196137e+02   2.3256144e+02   1.8936432e+02   9.6552119e+01   5.5637169e+02   7.3046889e+01   1.3450998e+01   7.5311368e+02   5.0183707e+01   2.8298874e+02   2.1259781e+01   1.2205355e+02   1.0692636e+02   2.8102165e+01   1.0701660e+02   1.1179048e+02   1.0955498e+02   5.8873915e+01   1.0924155e+02   6.5674064e+01   2.2750678e+02   2.0963948e+02   3.6923346e+01   6.2821325e+01   8.4658995e+01
   3.7349553e+01   1.8640118e+01   1.2686342e+01   2.8385137e+01   2.2639549e+01   1.5889435e+01   6.0770219e+01   1.4974190e+01   2.2933135e+01   7.5117202e+01   1.3799429e+01   8.2457331e+00   3.1910791e+01   1.8943253e+01   2.0207492e+01   2.0590495e+01   1.9696984e+01   1.5319620e+01   9.9717050e+00   1.2052476e+01   1.7821622e+01   1.3440090e+01   2.1200764e+01   2.3447048e+01   1.9207412e+01   2.8337815e+01   2.5455162e+01   1.4322104e+01   1.5615721e+01   2.0159410e+01
   6.9649768e+00   9.6283462e+00   8.9973508e+00   4.9151311e+00   5.8976445e+00   1.0887718e+01   1.0712427e+01   7.4218783e+00   5.3740565e+00   5.9537960e+00   8.2130582e+00   6.3546581e+00   9.0396369e+00   6.6295688e+00   8.3457362e+00   6.2278598e+00   8.3342114e+00   9.2505101e+00   6.5148589e+00   7.7988619e+00   8.6192914e+00   9.4066690e+00   6.6059488e+00   1.0134784e+01   8.8567399e+00   8.9117345e+00   6.0433546e+00   8.1750878e+00   6.8627656e+00   5.3783880e+00
   3.8085155e+00   3.9511735e+00   2.1806823e+00   2.9696370e+00   3.7455347e+00   4.2589095e+00   2.9626906e+00   3.0104553e+00   2.6785490e+00   3.6096200e+00   3.4967749e+00   3.0135548e+00   4.7836548e+00   2.7435419e+00   4.0147968e+00   4.2249049e+00   2.4881888e+00   3.6830481e+00   3.4293102e+00   3.9784411e+00   3.2225756e+00   3.8091650e+00   4.5158545e+00   3.6489925e+00   4.2656361e+00   3.8645319e+00   3.1504724e+00   3.3837183e+00   2.0722587e+00   3.2008623e+00
   9.0450776e-01   9.8849648e-01   8.8922506e-01   1.1481192e+00   6.9485321e-01   1.0605175e+00   1.2016655e+00   9.4384230e-03   1.0148907e+00   1.3662067e+00   9.9778905e-01   4.0800367e-01   1.1322963e+00   9.4683142e-01   1.3374867e+00   9.8410506e-01   1.0551612e+00   5.3214646e-02   6.7226952e-01   1.2540760e+00   5.9068321e-01   1.0771289e+00   8.5054047e-01   1.2325856e+00   1.2139380e+00   1.1590984e+00   6.8142082e-01   6.6378635e-01   4.6281470e-01   1.2460659e+00
   1.3706954e-02   5.0841139e-02   7.6379525e-05   7.6835666e-02   5.0700242e-03   8.9428019e-02   1.7240866e-01   6.8407027e-03   4.5873440e-02   5.6772547e-03   3.5078267e-02   3.6760906e-02   3.9351841e-03   1.0975315e-01   2.0590135e-03   1.2159378e-02   1.4360832e-01   4.1514686e-02   2.1659697e-03   8.5935632e-03   3.7384288e-03   2.5379935e-03   1.7080032e-02   1.0054861e-03   1.9124736e-04   4.5754622e-02   1.3347183e-03   3.4689865e-02   2.5376249e-04   1.3859856e-03
   1.3653083e-03   4.2998955e-03   7.6133159e-05   6.3589241e-04   1.7403559e-05   8.0259217e-06   1.0692739e-04   8.2128963e-08   2.8852010e-04   1.7209343e-04   0.0000000e+00   1.5116306e-04   1.6332280e-05   2.0086705e-05   2.2711891e-04   2.9992761e-04   4.2599377e-06   2.2581995e-04   2.8858010e-04   6.9961482e-04   0.0000000e+00   4.7493444e-04   3.1954054e-04   1.6333809e-04   0.0000000e+00   8.1528250e-03   2.2103012e-04   0.0000000e+00   1.3560423e-04   1.1401807e-04
