No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
0;1142.0232244452095;42.02322444520951;0.0;0;200;50000
1;1110.5305671833885;10.530567183388484;0.0;0;200;50000
2;1130.0637977018496;30.06379770184958;0.0;0;200;50000
3;1130.0011451231699;30.001145123169863;0.0;0;200;50000
4;1105.9776900526863;5.977690052686285;0.0;0;200;50000
5;1102.686806040685;2.686806040685042;0.0;0;200;50000
6;1108.8289270442997;8.82892704429969;0.0;0;200;50000
7;1101.606757837169;1.6067578371689706;0.0;0;200;50000
8;1187.6973488093483;87.69734880934834;0.0;0;200;50000
9;1125.1475941401955;25.14759414019545;0.0;0;200;50000
10;1108.8868916153574;8.8868916153574;0.0;0;200;50000
11;1114.917511491246;14.917511491245932;0.0;0;200;50000
12;1108.4581076113063;8.458107611306332;0.0;0;200;50000
13;1126.240741437538;26.240741437537963;0.0;0;200;50000
14;1114.1736829614492;14.17368296144923;0.0;0;200;50000
15;1127.1337152267643;27.133715226764252;0.0;0;200;50000
16;1109.5771675724086;9.577167572408598;0.0;0;200;50000
17;1109.315922391625;9.315922391625008;0.0;0;200;50000
18;1122.981698231697;22.98169823169701;0.0;0;200;50000
19;1102.2451359928796;2.245135992879568;0.0;0;200;50000
20;1101.275546510005;1.275546510004915;0.0;0;200;50000
21;1219.7829219965054;119.78292199650537;0.0;0;200;50000
22;1111.205137080491;11.205137080491113;0.0;0;200;50000
23;1123.087213066021;23.087213066020922;0.0;0;200;50000
24;1108.3726684965259;8.372668496525876;0.0;0;200;50000
25;1103.659000579913;3.6590005799130267;0.0;0;200;50000
26;1101.3808884997911;1.3808884997911264;0.0;0;200;50000
27;1112.202227729931;12.20222772993111;0.0;0;200;50000
28;1154.6819371670022;54.68193716700216;0.0;0;200;50000
29;1108.0310165054166;8.031016505416574;0.0;0;200;50000
