No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
1;2.128562984787704;0.26473257598770394;0.009343981326889366;0.0002919994164652927;400000;400000
2;2.066453144197398;0.20262273539739817;0.0047061965366431025;0.00014706864177009695;400000;400000
3;1.9139881203423528;0.05015771154235282;0.0007837081596722505;2.4490879989757828e-05;400000;400000
4;2.0091073702924014;0.14527696149240144;0.007789461167389718;0.00024342066148092868;400000;400000
5;2.049329160364347;0.18549875156434692;0.0011483580200783695;3.5886188127449045e-05;400000;400000
6;2.116600650232614;0.25277024143261406;0.0012812890949485101;4.004028421714094e-05;400000;400000
7;1.8909728486606392;0.027142439860639245;0.001180789374075538;3.689966793986056e-05;400000;400000
8;1.8840553306073886;0.020224921807388663;0.004118197955553834;0.0001286936861110573;400000;400000
9;1.9039092959129102;0.0400788871129103;0.0007206913831190989;2.252160572247184e-05;400000;400000
10;1.9791281010254398;0.11529769222543984;0.004345453837439864;0.00013579543241999575;400000;400000
11;1.9011957847855123;0.03736537598551237;0.005570592879543668;0.00017408102748573963;400000;400000
12;1.9093830458668135;0.04555263706681356;0.0023967058328251737;7.489705727578668e-05;400000;400000
13;1.993371325046346;0.12954091624634612;0.0;0.0;338188;400000
14;1.9719229669087168;0.10809255810871687;0.0004289152951235486;1.3403602972610893e-05;400000;400000
15;1.9397639382364615;0.07593352943646159;0.0007342261615647445;2.2944567548898265e-05;400000;400000
16;1.9075542180062959;0.04372380920629593;0.0031630449882264445;9.884515588207639e-05;400000;400000
17;1.9499543406290174;0.08612393182901745;0.001068511885764973;3.3390996430155404e-05;400000;400000
18;1.880436461131052;0.016606052331052057;0.0;0.0;341898;400000
19;1.9737291047134549;0.10989869591345491;0.0011423716279465904;3.569911337333095e-05;400000;400000
20;1.9375502185381421;0.07371980973814218;0.003838889483882337;0.00011996529637132303;400000;400000
21;2.037179849898691;0.1733494410986911;0.0025739256415019014;8.043517629693442e-05;400000;400000
22;1.8871998258802494;0.02336941708024942;0.0017836829305195262;5.5740091578735194e-05;400000;400000
23;2.027923828993622;0.16409342019362216;0.0003006564703863564;9.395514699573637e-06;400000;400000
24;1.9249476834972397;0.06111727469723971;0.00019651460514113263;6.141081410660395e-06;400000;400000
25;1.9082758111225209;0.04444540232252092;0.00010598969611886491;3.3121780037145284e-06;400000;400000
