No.;f(x);abs(f(x) - F(x*));Constraint Violation;Mean Constraint Violation;FES feasible;FES success
1;1150.838583583488;50.8385835834879;0.0;0.0;0;3000001
2;1115.8207850652543;15.8207850652543;0.0;0.0;0;3000001
3;1117.7245269521973;17.7245269521973;0.0;0.0;0;3000001
4;1120.2013828383851;20.2013828383851;0.0;0.0;0;3000001
5;1105.9051298558225;5.90512985582245;0.0;0.0;0;3000001
6;1101.4647479344094;1.46474793440939;0.0;0.0;0;3000001
7;1107.7995090058967;7.79950900589665;0.0;0.0;0;3000001
8;1127.2706950529491;27.2706950529491;0.0;0.0;0;3000001
9;1106.09594287438;6.09594287437994;0.0;0.0;0;3000001
10;1121.767013057276;21.767013057276;0.0;0.0;0;3000001
11;1105.8677058524154;5.86770585241538;0.0;0.0;0;3000001
12;1111.6134878962575;11.6134878962575;0.0;0.0;0;3000001
13;1115.4147064549315;15.4147064549315;0.0;0.0;0;3000001
14;1103.8263502854197;3.82635028541972;0.0;0.0;0;3000001
15;1109.7758985027558;9.77589850275581;0.0;0.0;0;3000001
16;1109.6674996431548;9.66749964315477;0.0;0.0;0;3000001
17;1117.2124110262139;17.2124110262139;0.0;0.0;0;3000001
18;1107.912621128974;7.91262112897402;0.0;0.0;0;3000001
19;1111.616781798919;11.616781798919;0.0;0.0;0;3000001
20;1152.3881082300968;52.3881082300968;0.0;0.0;0;3000001
21;1106.163324589249;6.16332458924899;0.0;0.0;0;3000001
22;1113.192558026577;13.192558026577;0.0;0.0;0;3000001
23;1111.931683407489;11.9316834074889;0.0;0.0;0;3000001
24;1100.5289215481653;0.528921548165272;0.0;0.0;0;3000001
25;1107.241120073526;7.24112007352596;0.0;0.0;0;3000001
26;1112.3214480640472;12.3214480640472;0.0;0.0;0;3000001
27;1114.5424971810298;14.5424971810298;0.0;0.0;0;3000001
28;1113.9682777975931;13.9682777975931;0.0;0.0;0;3000001
29;1196.0519428846746;96.0519428846746;0.0;0.0;0;3000001
30;1112.2821425601023;12.2821425601023;0.0;0.0;0;3000001
